City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Mali,GN,12.079,-12.2982,61.83,15,5,1.86,clear sky
471,Varkaus,FI,62.3153,27.873,24.91,97,55,4.54,broken clouds
472,Van,TR,38.4924,43.3831,18.75,93,20,2.3,few clouds
473,Dalvik,IS,65.9702,-18.5286,21.13,91,94,8.25,overcast clouds
474,Pahrump,US,36.2083,-115.9839,73.51,11,0,3.0,clear sky
475,Quang Ngai,VN,15.1167,108.8,72.57,92,100,2.21,overcast clouds
476,Koslan,RU,63.4564,48.8989,12.15,98,99,4.5,overcast clouds
477,Matina,CR,10.0761,-83.2895,80.47,79,66,5.03,broken clouds
478,Santiago Del Estero,AR,-27.7951,-64.2615,74.66,35,26,8.05,scattered clouds
479,Yerbogachen,RU,61.2767,108.0108,-24.63,100,97,1.7,overcast clouds
480,Waipawa,NZ,-41.4122,175.5153,50.63,95,100,28.48,light rain
481,Vila Velha,BR,-20.3297,-40.2925,75.15,93,75,3.44,moderate rain
482,Potosi,BO,-19.5836,-65.7531,43.32,83,98,1.39,overcast clouds
483,Sukhobezvodnoye,RU,57.0491,44.8891,14.02,96,98,7.81,overcast clouds
484,Joshimath,IN,30.5667,79.5667,36.97,35,0,8.97,clear sky
485,Sungairaya,ID,0.7,108.9,75.2,92,97,3.65,overcast clouds
486,Keetmanshoop,NA,-26.5833,18.1333,72.52,78,100,8.05,overcast clouds
487,Guatire,VE,10.4762,-66.5427,81.1,92,62,2.82,broken clouds
488,Kangasala,FI,61.4638,24.076,30.47,95,92,8.1,overcast clouds
489,Tahta,EG,26.7693,31.5021,53.71,33,0,5.19,clear sky
490,Erzin,TR,36.9559,36.2,45.32,70,61,3.15,broken clouds
491,Urengoy,RU,65.9667,78.3667,-9.0,92,6,12.68,clear sky
492,Borogontsy,RU,62.6683,131.1683,-22.38,99,100,1.81,overcast clouds
493,Parintins,BR,-2.6283,-56.7358,75.33,96,100,2.71,light rain
494,San Ramon,US,37.7799,-121.978,80.71,49,0,12.66,clear sky
495,Clarence Town,AU,-32.5833,151.7833,72.86,62,100,3.13,overcast clouds
496,Seymchan,RU,62.8833,152.4333,-41.96,100,84,0.31,broken clouds
497,Nabire,ID,-3.3667,135.4833,76.14,92,99,1.74,overcast clouds
498,Arinos,BR,-15.9169,-46.1056,70.07,97,98,2.42,overcast clouds
499,Pinhao,BR,-25.6956,-51.6597,69.1,60,75,0.98,broken clouds
500,Buraydah,SA,26.326,43.975,46.85,44,0,8.75,clear sky
501,Aksarka,RU,66.5606,67.7975,-16.44,98,100,6.22,overcast clouds
502,Ler,SS,8.3018,30.1418,78.93,30,30,4.76,scattered clouds
503,Fairbanks,US,64.8378,-147.7164,-0.69,74,100,0.0,overcast clouds
504,Darhan,MN,49.4867,105.9228,-20.2,100,99,1.52,overcast clouds
505,Suvorovskaya,RU,44.1942,42.6539,30.49,72,47,10.45,light snow
506,Damietta,EG,31.4165,31.8133,58.89,75,0,9.82,clear sky
507,Port-Gentil,GA,-0.7193,8.7815,80.15,83,89,8.48,light rain
508,Suratgarh,IN,29.3167,73.9,57.99,26,0,6.2,clear sky
509,Preobrazheniye,RU,42.9019,133.9064,13.84,63,1,7.76,clear sky
510,Bandarbeyla,SO,9.4942,50.8122,75.47,70,100,13.42,overcast clouds
511,Filadelfia,US,39.9523,-75.1638,55.65,41,0,14.97,clear sky
512,Lashio,MM,22.9333,97.75,45.68,87,10,1.97,clear sky
513,Havelock,US,34.8791,-76.9013,62.58,71,75,11.5,broken clouds
514,Tual,ID,-5.6667,132.75,83.01,71,18,6.08,few clouds
515,Albert,FR,50.0009,2.651,38.25,83,0,14.97,clear sky
516,Goure,NE,13.9835,10.2704,63.73,12,5,9.55,clear sky
517,Mogocha,RU,53.7333,119.7667,-20.42,99,80,3.22,broken clouds
518,Kalengwa,ZM,-13.4659,25.0027,61.9,97,100,3.94,overcast clouds
519,San Jose,US,37.3394,-121.895,83.59,35,40,4.0,scattered clouds
520,Mackenzie,CA,55.2999,-123.1698,37.62,48,75,17.27,broken clouds
521,Bodden Town,KY,19.2833,-81.25,84.0,69,20,9.22,few clouds
522,Margate,GB,51.3813,1.3862,44.31,69,100,8.01,overcast clouds
523,Sirpur,IN,19.4833,79.6,58.87,27,61,3.47,broken clouds
524,Tanabe,JP,33.7333,135.3667,43.93,62,100,1.99,overcast clouds
525,Aasiaat,GL,68.7098,-52.8699,2.01,84,100,15.08,overcast clouds
526,Alexandria,EG,31.2156,29.9553,53.56,87,40,3.44,scattered clouds
527,Jiutai,CN,44.1525,125.8328,-1.86,86,20,4.92,few clouds
528,Kodinsk,RU,58.6881,99.1844,-21.26,100,21,2.13,few clouds
529,Sangmelima,CM,2.9333,11.9833,67.32,91,37,3.15,scattered clouds
530,Pekalongan,ID,-6.8886,109.6753,79.02,88,100,1.05,overcast clouds
531,Ilheus,BR,-14.7889,-39.0494,82.22,83,20,6.91,few clouds
532,Maniwaki,CA,46.3834,-75.966,5.54,66,90,10.36,overcast clouds
533,Fare,PF,-16.7,-151.0167,81.36,72,98,13.04,overcast clouds
534,Izumo,JP,35.3667,132.7667,37.29,81,75,9.22,broken clouds
535,Tigil,RU,57.8,158.6667,-10.34,98,24,1.52,few clouds
536,Mae Chan,TH,20.1467,99.8526,57.24,50,73,3.09,broken clouds
537,Monrovia,LR,6.3005,-10.7969,80.37,87,10,8.12,clear sky
538,Pinas,EC,-3.6667,-79.65,74.32,96,99,2.17,moderate rain
539,Syedove,UA,47.0768,38.156,35.01,72,100,19.28,overcast clouds
540,Sarankhola,BD,22.3082,89.7897,56.61,60,9,4.97,clear sky
541,Grajau,BR,-5.8194,-46.1386,73.11,94,47,2.42,scattered clouds
542,Shieli,KZ,44.1667,66.75,30.81,82,98,7.0,overcast clouds
543,Noshiro,JP,40.2039,140.0242,29.34,63,100,11.81,overcast clouds
544,Betanzos,ES,43.2804,-8.2147,51.1,85,20,5.75,few clouds
545,Jiuquan,CN,39.7432,98.5174,21.94,65,100,3.49,overcast clouds
546,Macomer,IT,40.262,8.7699,38.23,95,15,3.76,few clouds
547,Ileza,RU,61.0533,43.9002,7.66,99,100,4.72,overcast clouds
548,General Roca,AR,-39.0333,-67.5833,84.6,12,53,10.13,broken clouds
549,Tres Arroyos,AR,-38.3739,-60.2798,59.77,48,2,8.05,clear sky
550,Dukat,RU,62.55,155.55,-26.63,96,45,3.51,scattered clouds
551,Bacolod,PH,10.6667,122.95,76.87,83,74,5.75,broken clouds
552,Jaen,ES,38.0,-3.5,49.93,81,82,3.24,broken clouds
553,Umm Kaddadah,SD,13.6017,26.6876,59.0,20,3,11.12,clear sky
554,Nalut,LY,30.3333,10.85,52.03,36,96,11.23,overcast clouds
555,Fort-Shevchenko,KZ,44.5086,50.263,41.36,93,93,10.18,overcast clouds
556,Tazovskiy,RU,67.4667,78.7,-7.35,90,6,14.92,clear sky
557,Tura,IN,25.5198,90.2201,53.53,76,0,4.41,clear sky
558,Ambunti,PG,-4.2365,142.8448,76.41,94,99,1.95,overcast clouds
559,Kamaishi,JP,39.2667,141.8833,34.5,61,79,5.91,broken clouds
560,Porbandar,IN,21.6422,69.6093,66.81,50,3,8.59,clear sky
561,Dillon,US,34.4166,-79.3712,67.01,60,100,6.91,overcast clouds
562,Nuuk,GL,64.1835,-51.7216,16.41,86,100,3.44,light snow
563,Itoman,JP,26.1247,127.6694,70.18,78,75,11.5,broken clouds
564,Paso De Los Toros,UY,-32.8167,-56.5167,66.15,74,100,16.4,overcast clouds
565,Tall Kayf,TR,37.0833,41.0667,44.6,48,1,6.04,clear sky
566,Cam Ranh,VN,11.9214,109.1591,76.96,78,40,4.61,scattered clouds
567,Sibolga,ID,1.7427,98.7792,74.89,85,94,3.13,overcast clouds
568,Kampot,KH,10.6167,104.1833,73.45,84,69,3.4,broken clouds
569,Talara,PE,-4.5772,-81.2719,74.61,74,96,7.87,overcast clouds
570,Paamiut,GL,61.994,-49.6678,17.92,93,100,3.78,overcast clouds
571,Belmonte,BR,-15.8631,-38.8828,81.1,81,29,6.49,scattered clouds
572,Yulara,AU,-25.2406,130.9889,71.44,43,0,6.91,clear sky
573,Half Moon Bay,US,37.4636,-122.4286,82.63,42,40,0.0,scattered clouds
574,Kongolo,CD,-5.3833,27.0,69.31,95,99,1.86,overcast clouds
575,Colesberg,ZA,-30.72,25.0972,75.09,45,36,6.85,scattered clouds
576,Burevestnik,RU,56.144,43.7883,24.55,63,40,4.47,scattered clouds
577,Makakilo City,US,21.3469,-158.0858,79.29,47,20,11.5,few clouds
578,Guhagar,IN,17.4842,73.1929,71.08,56,46,4.56,scattered clouds
579,Ullapool,GB,57.8987,-5.1604,45.36,91,100,23.31,overcast clouds
580,Grado,ES,43.388,-6.0743,50.05,94,20,4.61,few clouds
581,Jurado,CO,7.1053,-77.7641,79.27,82,70,2.04,broken clouds
582,Batemans Bay,AU,-35.7167,150.1833,71.2,61,34,4.12,scattered clouds
583,Nicoya,CR,10.1483,-85.452,89.15,46,63,8.79,broken clouds
584,Hobyo,SO,5.3505,48.5268,76.77,69,96,12.57,overcast clouds
585,Sompeta,IN,18.9333,84.6,65.39,58,54,5.82,broken clouds
586,Fontem,CM,5.4685,9.8818,69.71,49,55,2.24,broken clouds
587,Maumere,ID,-8.6199,122.2111,78.57,80,100,2.57,overcast clouds
588,Tongliao,CN,43.6125,122.2653,-16.69,100,13,2.66,few clouds
589,Bilma,NE,18.6853,12.9164,62.8,17,0,8.1,clear sky
590,Crotone,IT,39.0851,17.1178,48.29,80,100,8.46,overcast clouds
591,Necochea,AR,-38.5473,-58.7368,58.62,61,1,4.47,clear sky
592,Roald,NO,62.5833,6.1333,44.74,76,100,12.66,light rain
593,Norrtalje,SE,59.758,18.705,36.23,88,100,13.69,light rain
594,Tevriz,RU,57.509,72.4042,0.18,95,100,6.55,overcast clouds
595,Senanga,ZM,-16.1167,23.2667,66.45,92,100,3.74,overcast clouds
596,Mufumbwe,ZM,-13.6833,24.8,62.73,97,100,3.65,overcast clouds
597,Pontes E Lacerda,BR,-15.2261,-59.3353,74.39,94,97,2.68,moderate rain
598,Uni,RU,57.7535,51.4923,15.46,98,99,7.27,overcast clouds
599,Kindu,CD,-2.95,25.95,69.64,94,100,3.13,overcast clouds
600,Sisimiut,GL,66.9395,-53.6735,10.44,85,100,22.48,overcast clouds
601,Bako,ET,5.7833,36.5667,72.93,40,43,3.15,scattered clouds
602,Masuguru,TZ,-11.3667,38.4167,71.42,99,99,3.4,light rain
603,San Vicente,AR,-26.6167,-54.1333,73.71,62,67,0.81,broken clouds
604,Ayagoz,KZ,47.9714,80.4392,9.12,96,100,13.0,overcast clouds
605,Gardendale,US,33.6601,-86.8128,64.15,44,20,16.11,few clouds
606,Minsk,BY,53.9,27.5667,26.35,86,79,10.33,broken clouds
607,Komsomolskiy,UZ,40.4272,71.7189,38.62,93,100,4.61,fog
608,Isilkul,RU,54.9109,71.2728,2.12,98,99,3.62,overcast clouds
609,Harper,LR,4.375,-7.7169,78.64,84,7,7.27,clear sky
610,Merauke,ID,-8.4667,140.3333,80.13,76,0,11.56,clear sky
611,Englehart,CA,47.8169,-79.8664,-5.78,59,0,6.91,clear sky
612,Constitucion,CL,-35.3333,-72.4167,65.79,66,1,5.75,clear sky
613,Ilula,TZ,-7.6766,36.0366,60.76,92,100,1.43,overcast clouds
614,College,US,64.8569,-147.8028,-0.71,74,75,0.0,broken clouds
615,Vestmannaeyjar,IS,63.4427,-20.2734,29.44,77,26,4.07,scattered clouds
616,Portage,US,41.1667,-81.1998,27.09,59,100,5.75,overcast clouds
617,Hami,CN,42.8,93.45,26.33,55,75,5.44,broken clouds
618,Urucui,BR,-7.2294,-44.5561,75.25,90,44,3.04,heavy intensity rain
619,Biak,ID,-0.9131,122.8766,74.34,90,100,3.98,overcast clouds
620,Kondopoga,RU,62.2057,34.2614,26.28,91,99,7.65,overcast clouds
621,Bobon,PH,12.5246,124.5636,75.16,93,75,8.88,broken clouds
622,Phuket,TH,8.0,98.25,75.42,100,20,2.3,few clouds
623,Nayoro,JP,44.3506,142.4578,21.25,95,100,2.73,light snow
624,Leiyang,CN,26.4024,112.8591,40.95,95,100,5.03,light rain
625,Sharjah,AE,25.3573,55.4033,73.26,66,0,4.61,clear sky
626,Katsuura,JP,35.1333,140.3,43.2,59,62,1.88,broken clouds
627,Araouane,ML,18.9048,-3.5265,62.91,17,1,10.65,clear sky
628,Port Blair,IN,11.6667,92.75,74.68,74,11,11.61,few clouds
629,Zvishavane,ZW,-20.3267,30.0665,65.19,56,5,2.44,clear sky
630,Coos Bay,US,43.3665,-124.2179,70.0,73,0,8.05,clear sky
631,Vanavara,RU,60.34,102.2797,-17.55,100,94,3.24,overcast clouds
632,Nieuw Amsterdam,SR,5.8833,-55.0833,80.62,81,40,9.22,scattered clouds
633,Milas,TR,37.3164,27.7839,45.75,93,75,4.61,broken clouds
634,Safaga,EG,26.7292,33.9365,57.15,39,0,9.71,clear sky
635,Kompaniyivka,UA,48.2511,32.208,29.52,91,14,6.91,few clouds
636,Healdsburg,US,38.6105,-122.8692,82.31,44,0,3.44,clear sky
637,Istisu,AZ,40.9457,48.0738,23.67,48,10,4.61,clear sky
638,San Jeronimo,PE,-11.9472,-75.2829,50.18,89,91,6.35,overcast clouds
639,Manavgat,TR,36.7867,31.4431,45.01,62,50,4.21,scattered clouds
640,Kokoda,PG,-8.8785,147.7407,78.21,85,98,1.28,overcast clouds
641,Karla,EE,59.3723,24.9275,36.57,79,100,16.11,overcast clouds
642,Saint-Leu,RE,-21.15,55.2833,77.83,76,4,2.89,clear sky
643,Muros,ES,42.7762,-9.0603,50.5,94,15,9.06,few clouds
644,Waiouru,NZ,-39.4833,175.6667,55.49,99,95,8.32,overcast clouds
645,Kuliyapitiya,LK,7.4688,80.0401,73.08,97,93,3.78,overcast clouds
646,Dunn,US,44.95,-91.8835,5.72,56,100,0.0,overcast clouds
647,Santa Catarina,BR,-27.0,-50.0,68.7,71,15,2.48,few clouds
648,Sakaraha,MG,-22.9,44.5333,78.21,44,36,8.01,scattered clouds
649,Ishinomaki,JP,38.4167,141.3,28.4,67,98,10.4,overcast clouds
650,Niquero,CU,20.0431,-77.5828,78.31,74,19,2.15,few clouds
651,Glens Falls,US,43.3095,-73.644,39.27,48,0,10.36,clear sky
652,Gambela,ET,8.25,34.5833,81.97,44,53,2.48,broken clouds
653,Koungou,YT,-12.7336,45.2042,80.31,83,0,8.05,clear sky
654,Bonfim,BR,3.0833,-59.95,87.57,48,91,9.73,overcast clouds
655,Hammerfest,NO,70.6634,23.6821,28.85,80,75,14.97,broken clouds
656,Potiskum,NG,11.7091,11.0694,66.74,18,22,10.16,few clouds
657,Council Bluffs,US,41.2619,-95.8608,34.84,40,40,6.91,scattered clouds
658,Lake Charles,US,30.2131,-93.2044,60.82,62,75,26.46,broken clouds
659,Porteirinha,BR,-15.7433,-43.0283,73.04,83,98,1.79,overcast clouds
660,Mehamn,NO,71.0357,27.8492,27.28,73,91,21.16,light snow
661,Wanaka,NZ,-44.7,169.15,53.11,58,96,3.0,overcast clouds
662,Raudeberg,NO,61.9875,5.1352,43.2,93,100,8.01,overcast clouds
663,Mbuji-Mayi,CD,-6.15,23.6,70.2,91,98,1.5,overcast clouds
664,Remanso,BR,-9.6179,-42.0831,78.4,68,56,4.83,broken clouds
665,Rassvet,RU,46.8333,40.75,34.93,98,100,15.66,overcast clouds
666,Ampanihy,MG,-24.7,44.75,73.33,80,0,11.81,clear sky
667,Baymak,RU,52.5933,58.3225,2.23,100,58,4.68,broken clouds
668,Flin Flon,CA,54.7682,-101.865,-2.36,55,0,5.75,clear sky
669,Bamora,IN,24.0552,78.0909,54.34,41,0,4.09,clear sky
670,Williamsburg,US,37.2707,-76.7075,71.65,38,0,5.75,clear sky
671,Frolovo,RU,49.7713,43.6622,24.39,97,97,11.03,overcast clouds
672,Eureka,US,40.8021,-124.1637,68.2,69,0,5.99,clear sky
673,Kupang,ID,-10.1667,123.5833,78.73,88,92,4.16,overcast clouds
674,Churapcha,RU,62.0025,132.4325,-22.0,100,100,2.37,overcast clouds
675,Ketchikan,US,55.3422,-131.6461,41.47,87,100,6.91,overcast clouds
676,Kutum,SD,14.2,24.6667,58.53,18,21,6.8,few clouds
677,Saint-Felicien,CA,48.6501,-72.4491,2.08,66,75,19.57,broken clouds
678,Berezna,UA,51.5716,31.7846,25.48,89,8,8.52,clear sky
679,Miramar,US,25.9873,-80.2323,80.01,75,0,12.66,clear sky
680,Galyugayevskaya,RU,43.6969,44.9344,34.74,65,7,5.97,clear sky
681,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,14.97,95,100,5.64,overcast clouds
682,Nova Olinda Do Norte,BR,-3.8881,-59.0942,75.74,97,82,1.7,broken clouds
683,Vanimo,PG,-2.6741,141.3028,78.84,86,98,3.51,overcast clouds
684,Secunda,ZA,-26.55,29.1667,61.32,78,43,3.0,scattered clouds
685,Yanam,IN,16.7333,82.2167,70.21,90,76,3.83,broken clouds
686,Balkhash,KZ,46.844,74.9804,12.33,96,100,5.32,overcast clouds
687,Yarada,IN,17.65,83.2667,72.91,72,87,7.43,overcast clouds
688,Amga,RU,60.8953,131.9608,-28.48,100,100,2.06,overcast clouds
689,Igrim,RU,63.1906,64.4162,-2.94,100,97,4.83,overcast clouds
690,Batagay,RU,67.6333,134.6333,-26.64,95,82,3.27,broken clouds
691,Asau,RO,46.4333,26.4,29.75,92,63,2.86,broken clouds
692,Anahuac,MX,27.2333,-100.15,64.24,31,70,23.67,broken clouds
693,Kristiansund,NO,63.1115,7.732,41.65,65,75,6.91,broken clouds
694,Narasannapeta,IN,18.4167,84.05,65.57,72,55,5.19,broken clouds
695,Kang,BW,-23.6752,22.7876,71.11,30,5,6.93,clear sky
696,Shevchenkove,UA,49.6959,37.1735,26.38,91,40,8.32,scattered clouds
697,Dingle,PH,10.9995,122.6711,75.25,92,50,7.18,scattered clouds
698,Madingou,CG,-4.1536,13.55,73.56,95,79,2.8,light rain
699,Cockburn Town,TC,21.4612,-71.1419,77.56,77,0,20.15,clear sky
700,Qaqortoq,GL,60.7167,-46.0333,30.7,96,100,10.83,light snow
701,Male,MV,4.1748,73.5089,82.35,83,75,6.91,broken clouds
702,Laguna,US,38.421,-121.4238,79.3,39,0,1.99,clear sky
703,Taltal,CL,-25.4,-70.4833,69.39,76,22,7.14,few clouds
704,Dwarka,IN,22.2394,68.9678,68.83,56,2,8.79,clear sky
705,Erenhot,CN,43.6475,111.9767,-2.06,90,100,11.16,overcast clouds
706,Iquitos,PE,-3.7481,-73.2472,78.84,94,75,1.14,broken clouds
707,Pechora,RU,65.1472,57.2244,6.57,93,100,11.81,overcast clouds
708,Stavern,NO,59.0,10.0333,40.73,94,100,31.05,light rain
